chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr11	86,694,351	86,757,565	63,215	-	8,499	ENSMUSG00000047126.17	protein_coding	67300	Cltc	51.243036762	MGI:MGI:2388633	-0.093805249	-3.584772716	0.00057131277565	0.0062976829
chr3	20,122,084	20,155,317	33,234	-	2,344	ENSMUSG00000019528.18	protein_coding	27357	Gyg	13.357387126	MGI:MGI:1351614	0.089779701	3.583334483	0.00057403778423	0.0063228852
chr6	34,153,380	34,177,111	23,732	-	9,177	ENSMUSG00000018999.14	protein_coding	58246	Slc35b4	5.575896863	MGI:MGI:1931249	-0.081893791	-3.583232127	0.00057423218685	0.0063228852
chr11	101,488,764	101,551,879	63,116	-	8,533	ENSMUSG00000017146.12	protein_coding	12189	Brca1	0.776879313	MGI:MGI:104537	-0.168488382	-3.582798994	0.00057505551459	0.0063284622
chr18	24,484,960	24,530,204	45,245	-	6,468	ENSMUSG00000040446.4	protein_coding	225283	Rprd1a	7.530187942	MGI:MGI:2385066	-0.117331524	-3.581350604	0.00057781685023	0.0063553490
chr19	44,548,572	44,555,440	6,869	-	3,146	ENSMUSG00000025204.10	protein_coding	67264	Ndufb8	19.348679299	MGI:MGI:1914514	0.094377945	3.580590532	0.00057927094267	0.0063678359
chr2	32,682,609	32,704,137	21,529	-	3,802	ENSMUSG00000009566.12	protein_coding	14287	Fpgs	3.115910451	MGI:MGI:95576	0.135529544	3.579988990	0.00058042420919	0.0063734982
chr8	91,217,030	91,313,262	96,233	-	14,688	ENSMUSG00000033282.14	protein_coding	244585	Rpgrip1l	1.351472758	MGI:MGI:1920563	-0.148935963	-3.580124085	0.00058016501708	0.0063734982
chr8	70,931,405	70,933,037	1,633	+	1,633	ENSMUSG00000074252.2	TEC	665828	Gm10654	3.001226871	MGI:MGI:3643366	0.346793867	3.578601179	0.00058309320630	0.0063992877
chr1	156,424,525	156,474,331	49,807	-	9,791	ENSMUSG00000026600.12	protein_coding	20652	Soat1	1.911067246	MGI:MGI:104665	-0.111906444	-3.578293572	0.00058368636089	0.0064019766
chr5	96,209,493	96,266,727	57,235	+	4,295	ENSMUSG00000029486.13	protein_coding	94061	Mrpl1	3.391144501	MGI:MGI:2137202	0.125562141	3.578141794	0.00058397924210	0.0064019766
chr4	118,362,743	118,409,273	46,531	-	11,947	ENSMUSG00000033253.18	protein_coding	230676	Szt2	3.649332071	MGI:MGI:3033336	-0.136486239	-3.577580290	0.00058506397300	0.0064103499
chr2	152,411,955	152,415,027	3,073	-	3,073	ENSMUSG00000074682.4	protein_coding	67917	Zcchc3	3.886444174	MGI:MGI:1915167	0.106199836	3.576943793	0.00058629588790	0.0064203257
chr4	43,631,935	43,651,244	19,310	+	4,667	ENSMUSG00000028469.15	protein_coding	230103	Npr2	7.458701750	MGI:MGI:97372	-0.107256013	-3.575758549	0.00058859643414	0.0064419864
chrX	57,043,074	57,048,758	5,685	+	2,772	ENSMUSG00000031130.3	protein_coding	12209	Brs3	0.361951707	MGI:MGI:1100501	-0.214821835	-3.574661674	0.00059073308005	0.0064618305
chr1	52,844,929	52,920,981	76,053	+	6,059	ENSMUSG00000041426.12	protein_coding	227095	Hibch	1.727466080	MGI:MGI:1923792	-0.173657366	-3.574225111	0.00059158552124	0.0064621542
chr1	131,910,534	131,932,679	22,146	+	6,779	ENSMUSG00000026434.12	protein_coding	98415	Nucks1	29.093164338	MGI:MGI:1934811	0.077642414	3.574415604	0.00059121341701	0.0064621542
chr15	98,663,421	98,677,461	14,041	-	2,967	ENSMUSG00000054855.13	protein_coding	223881	Rnd1	11.275566677	MGI:MGI:2444878	0.129749478	3.574149512	0.00059173325629	0.0064621542
chr11	68,691,559	68,816,632	125,074	+	10,458	ENSMUSG00000020900.15	protein_coding	77579	Myh10	30.586225039	MGI:MGI:1930780	-0.093351561	-3.573906323	0.00059220872857	0.0064638126
chr7	98,206,389	98,321,208	114,820	-	15,324	ENSMUSG00000030760.14	protein_coding	66190	Acer3	0.888664258	MGI:MGI:1913440	0.127388533	3.573026428	0.00059393209132	0.0064790822
chr2	13,509,014	13,544,668	35,655	-	3,835	ENSMUSG00000026723.10	protein_coding	13434	Trdmt1	1.667776283	MGI:MGI:1274787	0.133708929	3.572004532	0.00059593954397	0.0064922890
chr3	88,553,758	88,569,725	15,968	+	4,147	ENSMUSG00000008604.11	protein_coding	94232	Ubqln4	30.135492672	MGI:MGI:2150152	-0.089161403	-3.571877470	0.00059618959892	0.0064922890
chr10	14,402,583	14,545,036	142,454	-	12,228	ENSMUSG00000039116.7	protein_coding	215798	Adgrg6	0.170559964	MGI:MGI:1916151	-0.211369456	-3.571995233	0.00059595784056	0.0064922890
chr14	54,254,188	54,270,637	16,450	+	3,284	ENSMUSG00000040997.14	protein_coding	105501	Abhd4	21.653539712	MGI:MGI:1915938	0.090792067	3.571583792	0.00059676792898	0.0064922890
chr19	41,922,292	41,933,423	11,132	-	4,053	ENSMUSG00000034321.14	protein_coding	66583	Exosc1	4.166133598	MGI:MGI:1913833	0.088150011	3.571743656	0.00059645304835	0.0064922890
chr3	88,336,260	88,362,338	26,079	+	6,956	ENSMUSG00000001415.10	protein_coding	229512	Smg5	13.835307316	MGI:MGI:2447364	0.088635048	3.571410286	0.00059710985948	0.0064924727
chr10	39,368,855	39,565,381	196,527	+	4,363	ENSMUSG00000019843.14	protein_coding	14360	Fyn	57.244375599	MGI:MGI:95602	0.060011923	3.570408100	0.00059908851234	0.0065104428
chr6	29,917,012	29,959,675	42,664	+	8,329	ENSMUSG00000039629.14	protein_coding	320609	Strip2	2.947401359	MGI:MGI:2444363	-0.206563980	-3.569683453	0.00060052307965	0.0065193846
chr6	91,684,053	91,759,066	75,014	+	8,457	ENSMUSG00000030096.8	protein_coding	21366	Slc6a6	25.547118815	MGI:MGI:98488	0.100376500	3.569498114	0.00060089051279	0.0065193846
chr16	11,060,945	11,074,985	14,041	+	2,967	ENSMUSG00000037972.7	protein_coding	20621	Snn	137.222269919	MGI:MGI:1276549	0.103003383	3.569503358	0.00060088011322	0.0065193846
chr7	126,986,860	127,014,621	27,762	-	7,627	ENSMUSG00000030681.18	protein_coding	78388	Mvp	0.954109793	MGI:MGI:1925638	0.203409951	3.567866978	0.00060413343260	0.0065475979
chr11	74,906,359	74,925,798	19,440	-	4,560	ENSMUSG00000001323.17	protein_coding	27364	Srr	13.942840974	MGI:MGI:1351636	-0.114369619	-3.567860404	0.00060414653710	0.0065475979
chr5	137,553,517	137,569,582	16,066	+	4,267	ENSMUSG00000029712.14	protein_coding	83766	Actl6b	24.329645281	MGI:MGI:1933548	-0.109765916	-3.566107519	0.00060765006852	0.0065784295
chr8	126,588,296	126,593,986	5,691	-	5,080	ENSMUSG00000051495.7	protein_coding	270110	Irf2bp2	6.692745470	MGI:MGI:2443921	0.098615451	3.566175589	0.00060751365766	0.0065784295
chr19	7,198,202	7,206,316	8,115	-	2,545	ENSMUSG00000024767.11	protein_coding	107260	Otub1	45.795516033	MGI:MGI:2147616	0.073212730	3.565604075	0.00060865986759	0.0065857921
chr4	103,038,065	103,114,299	76,235	-	7,307	ENSMUSG00000035126.19	protein_coding	242584	Dnai4	0.864514736	MGI:MGI:2385328	-0.364609671	-3.564788986	0.00061029812845	0.0065999431
chr2	131,491,496	131,525,183	33,688	+	3,894	ENSMUSG00000027333.18	protein_coding	228608	Smox	36.669586895	MGI:MGI:2445356	0.096132924	3.564623386	0.00061063148105	0.0065999747
chr13	55,539,316	55,571,100	31,785	-	11,540	ENSMUSG00000021495.10	protein_coding	212483	Fam193b	4.687236858	MGI:MGI:2385851	-0.108691366	-3.563519304	0.00061285841222	0.0066204618
chr15	80,091,334	80,119,501	28,168	+	4,808	ENSMUSG00000022415.12	protein_coding	20972	Syngr1	61.141460218	MGI:MGI:1328323	0.080640507	3.562414065	0.00061509538150	0.0066410352
chr19	5,912,822	5,914,826	2,005	+	2,008	ENSMUSG00000110156.2	antisense	105246846	Gm42067	0.605389613	MGI:MGI:5624952	0.211419170	3.561316425	0.00061732462464	0.0066615030
chr3	88,575,876	88,588,419	12,544	+	1,864	ENSMUSG00000041355.13	protein_coding	66256	Ssr2	36.235739770	MGI:MGI:1913506	0.079333254	3.560587192	0.00061880988615	0.0066739248
chr5	144,241,690	144,256,186	14,497	-	2,583	ENSMUSG00000087484.1	antisense	67277	2900089D17Rik	0.239758052	MGI:MGI:1914527	0.301962425	3.560400493	0.00061919068798	0.0066744278
chr8	110,846,600	110,882,221	35,622	+	4,053	ENSMUSG00000031753.16	protein_coding	102339	Cog4	9.709060168	MGI:MGI:2142808	-0.093953854	-3.558811853	0.00062243996116	0.0067047036
chr15	80,234,018	80,253,349	19,332	+	8,106	ENSMUSG00000022412.14	protein_coding	239555	Mief1	3.694113914	MGI:MGI:2146020	0.091356946	3.558699325	0.00062267072900	0.0067047036
chr6	5,264,147	5,298,455	34,309	-	7,339	ENSMUSG00000032667.17	protein_coding	330260	Pon2	5.403505997	MGI:MGI:106687	0.101350933	3.557375667	0.00062539131584	0.0067303697
chr1	34,436,670	34,439,672	3,003	-	2,543	ENSMUSG00000042111.9	protein_coding	69668	Ccdc115	11.034972301	MGI:MGI:1916918	0.074288360	3.556328129	0.00062755235704	0.0067499896
chr2	119,325,784	119,335,962	10,179	+	3,852	ENSMUSG00000027314.6	protein_coding	54485	Dll4	1.157103112	MGI:MGI:1859388	0.162211620	3.555883936	0.00062847084840	0.0067562307
chr9	123,259,053	123,260,764	1,712	-	1,712	ENSMUSG00000054871.5	protein_coding	72309	Tmem158	24.242435829	MGI:MGI:1919559	0.123329578	3.554198632	0.00063196727184	0.0067834466
chr10	128,509,965	128,525,870	15,906	-	7,267	ENSMUSG00000025366.8	protein_coding	23943	Esyt1	2.679808722	MGI:MGI:1344426	-0.128931164	-3.554172642	0.00063202133631	0.0067834466
chr19	43,663,801	43,674,881	11,081	-	3,749	ENSMUSG00000040414.8	protein_coding	246696	Slc25a28	7.648440410	MGI:MGI:2180509	0.140699939	3.554462709	0.00063141818938	0.0067834466
chr5	137,745,730	137,768,450	22,721	+	7,509	ENSMUSG00000029723.16	protein_coding	78829	Tsc22d4	5.250859547	MGI:MGI:1926079	0.114023403	3.553526711	0.00063336640716	0.0067867848
chr9	13,748,410	13,806,481	58,072	+	4,913	ENSMUSG00000031918.16	protein_coding	77116	Mtmr2	11.395183395	MGI:MGI:1924366	0.118573479	3.553370797	0.00063369148397	0.0067867848
chr9	36,708,482	36,726,658	18,177	-	4,635	ENSMUSG00000032113.16	protein_coding	12649	Chek1	0.772900320	MGI:MGI:1202065	-0.172578825	-3.553699600	0.00063300612176	0.0067867848
chr13	74,303,509	74,317,580	14,072	-	2,795	ENSMUSG00000021576.6	protein_coding	18570	Pdcd6	18.216362683	MGI:MGI:109283	0.073275862	3.553689122	0.00063302795261	0.0067867848
chr4	62,360,727	62,391,769	31,043	+	4,280	ENSMUSG00000066150.12	protein_coding	20529	Slc31a1	10.130816973	MGI:MGI:1333843	0.071025048	3.553100584	0.00063425524860	0.0067891824
chr14	46,760,541	46,771,669	11,129	+	2,371	ENSMUSG00000037628.10	protein_coding	72391	Cdkn3	6.610992552	MGI:MGI:1919641	-0.239166557	-3.552854217	0.00063476967411	0.0067910495
chr15	100,691,813	100,729,376	37,564	-	3,871	ENSMUSG00000037280.12	protein_coding	207839	Galnt6	1.100767686	MGI:MGI:1891640	0.269183654	3.552176482	0.00063618685380	0.0067989279
chrX	37,091,678	37,110,322	18,645	-	3,999	ENSMUSG00000036572.16	protein_coding	68134	Upf3b	7.331769843	MGI:MGI:1915384	-0.082378258	-3.552181375	0.00063617661250	0.0067989279
chr3	121,723,537	121,735,048	11,512	+	2,527	ENSMUSG00000028128.13	protein_coding	14066	F3	5.570143444	MGI:MGI:88381	0.126414331	3.551868489	0.00063683187464	0.0068021817
chr1	171,338,008	171,345,628	7,621	-	4,932	ENSMUSG00000013997.10	protein_coding	27045	Nit1	5.812314949	MGI:MGI:1350916	-0.089461698	-3.550272969	0.00064018324889	0.0068256766
chr9	106,453,291	106,463,549	10,259	+	4,268	ENSMUSG00000023495.13	protein_coding	59092	Pcbp4	53.922129594	MGI:MGI:1890471	0.084355491	3.550491122	0.00063972403609	0.0068256766
chr11	84,820,856	84,828,964	8,109	-	1,603	ENSMUSG00000034449.7	protein_coding	192970	Dhrs11	21.518322229	MGI:MGI:2652816	0.186888559	3.550170802	0.00064039841758	0.0068256766
chr15	79,028,450	79,030,504	2,055	+	2,055	ENSMUSG00000096210.2	protein_coding	14958	H1f0	69.690143036	MGI:MGI:95893	-0.157933417	-3.550451995	0.00063980637712	0.0068256766
chr4	129,353,628	129,378,116	24,489	-	2,321	ENSMUSG00000028807.2	protein_coding	73680	Zbtb8a	4.906180236	MGI:MGI:1920930	0.119082526	3.548994289	0.00064288115492	0.0068484844
chr10	79,689,020	79,695,261	6,242	+	1,472	ENSMUSG00000054206.2	protein_coding	16904	Gzmm	1.476244966	MGI:MGI:99549	0.222470393	3.548807398	0.00064327637913	0.0068490418
chr1	129,796,608	129,797,858	1,251	-	1,251	ENSMUSG00000089648.1	processed_pseudogene	100534274	Gm15790	0.842157109	MGI:MGI:3783232	0.222520691	3.546774750	0.00064758977794	0.0068907557
chr6	51,857,422	52,012,549	155,128	-	11,357	ENSMUSG00000059182.7	protein_coding	54353	Skap2	2.472580239	MGI:MGI:1889206	-0.145098626	-3.546636470	0.00064788420963	0.0068907557
chr3	37,639,947	37,644,598	4,652	+	2,906	ENSMUSG00000037211.12	protein_coding	24063	Spry1	3.373523224	MGI:MGI:1345139	0.096240572	3.545623337	0.00065004527991	0.0069084898
chr6	125,095,981	125,130,585	34,605	+	8,019	ENSMUSG00000063870.12	protein_coding	107932	Chd4	30.273489909	MGI:MGI:1344380	-0.097088320	-3.545530637	0.00065024335577	0.0069084898
chr11	59,199,836	59,202,385	2,550	-	1,360	ENSMUSG00000085882.1	processed_transcript	72203	2610507I01Rik	3.496895355	MGI:MGI:1919453	-0.148884376	-3.545148968	0.00065105948306	0.0069134833
chrX	150,645,304	150,657,583	12,280	-	7,296	ENSMUSG00000025272.16	protein_coding	56191	Tro	23.167608065	MGI:MGI:1928994	-0.088020632	-3.544763039	0.00065188570448	0.0069185787
chr12	88,722,876	90,333,060	1,610,185	+	12,680	ENSMUSG00000066392.12	protein_coding	18191	Nrxn3	9.470954809	MGI:MGI:1096389	-0.143161644	-3.543637906	0.00065430013242	0.0069405156
chr5	114,123,926	114,128,218	4,293	-	1,115	ENSMUSG00000044339.12	protein_coding	231642	Alkbh2	2.680636583	MGI:MGI:2141032	-0.169811722	-3.543390984	0.00065483113560	0.0069424613
chr1	130,717,327	130,724,358	7,032	+	6,128	ENSMUSG00000046404.5	protein_coding	226418	Yod1	8.288035509	MGI:MGI:2442596	0.140226923	3.543178052	0.00065528937077	0.0069436339
chr4	156,215,868	156,221,307	5,440	+	3,901	ENSMUSG00000078486.3	protein_coding	74183	Perm1	0.326792132	MGI:MGI:1921433	-0.199047383	-3.542261631	0.00065726500221	0.0069608755
chr9	73,113,426	73,122,712	9,287	+	1,716	ENSMUSG00000032215.15	protein_coding	225215	Rsl24d1	17.980646119	MGI:MGI:2681840	0.096187371	3.541371720	0.00065918887776	0.0069775510
chr8	70,292,866	70,302,489	9,624	-	2,928	ENSMUSG00000057788.13	protein_coding	234374	Ddx49	11.177128211	MGI:MGI:2136689	0.095611843	3.541206550	0.00065954654088	0.0069776391
chr2	76,703,980	76,982,455	278,476	-	117,334	ENSMUSG00000051747.15	protein_coding	22138	Ttn	0.058527784	MGI:MGI:98864	-0.339874899	-3.540776271	0.00066047913944	0.0069838064
chr11	116,078,573	116,086,995	8,423	-	3,177	ENSMUSG00000034341.17	protein_coding	22378	Wbp2	64.889133117	MGI:MGI:104709	0.070168297	3.539136299	0.00066404512458	0.0070177975
chr19	61,223,957	61,228,418	4,462	-	2,871	ENSMUSG00000059326.7	protein_coding	12982	Csf2ra	6.272912504	MGI:MGI:1339754	-0.147029332	-3.538158063	0.00066618088802	0.0070366457
chr9	59,680,144	59,718,874	38,731	+	6,138	ENSMUSG00000074259.10	protein_coding	546134	Gramd2	1.690096603	MGI:MGI:3528937	0.138193833	3.537484798	0.00066765459215	0.0070484846
chr8	123,204,264	123,212,760	8,497	-	3,272	ENSMUSG00000000743.9	protein_coding	234852	Chmp1a	38.758745520	MGI:MGI:1920159	0.079617701	3.537274670	0.00066811517069	0.0070496209
chr13	54,458,837	54,468,849	10,013	-	2,428	ENSMUSG00000025872.5	protein_coding	73666	Thoc3	18.455948355	MGI:MGI:1920916	0.102251330	3.536861600	0.00066902145369	0.0070554564
chr18	60,684,494	60,748,650	64,157	-	8,279	ENSMUSG00000054008.9	protein_coding	15531	Ndst1	27.401369400	MGI:MGI:104719	0.079629469	3.536295449	0.00067026549238	0.0070648459
chr11	97,703,399	97,713,500	10,102	+	2,300	ENSMUSG00000069744.7	protein_coding	26446	Psmb3	32.192951235	MGI:MGI:1347014	0.093693184	3.535899468	0.00067113690628	0.0070702999
chr15	78,755,882	78,773,475	17,594	-	2,839	ENSMUSG00000018169.12	protein_coding	17305	Mfng	3.487204907	MGI:MGI:1095404	-0.142492451	-3.535547843	0.00067191160539	0.0070747298
chr4	109,451,098	109,484,728	33,631	-	4,263	ENSMUSG00000028557.10	protein_coding	29864	Rnf11	79.296921495	MGI:MGI:1352759	0.089698591	3.535233249	0.00067260543709	0.0070783040
chr2	80,411,970	80,447,625	35,656	-	3,237	ENSMUSG00000027004.3	protein_coding	20378	Frzb	2.766472528	MGI:MGI:892032	0.195386191	3.534534826	0.00067414822127	0.0070908039
chr10	128,800,036	128,804,370	4,335	-	3,363	ENSMUSG00000047090.13	protein_coding	73827	Tmem198b	2.453537579	MGI:MGI:1921077	-0.100299570	-3.534338071	0.00067458344848	0.0070916473
chr10	41,914,990	42,018,436	103,447	-	7,188	ENSMUSG00000071324.11	protein_coding	213402	Armc2	0.867771380	MGI:MGI:1916449	-0.205445434	-3.533646011	0.00067611641730	0.0071040238
chr18	34,442,351	34,506,823	64,473	-	9,061	ENSMUSG00000036501.7	protein_coding	225358	Fam13b	8.982628353	MGI:MGI:2447834	-0.117872727	-3.533115394	0.00067729400970	0.0071126554
chr5	20,950,989	20,956,398	5,410	+	5,410	ENSMUSG00000101013.1	antisense	320770	A630072M18Rik	1.079450094	MGI:MGI:2444702	0.126312178	3.532426284	0.00067882624106	0.0071212581
chr6	83,794,982	83,802,556	7,575	+	4,676	ENSMUSG00000034744.13	protein_coding	56174	Nagk	6.475523537	MGI:MGI:1860418	-0.135143817	-3.532534963	0.00067858437788	0.0071212581
chr6	7,554,879	7,565,834	10,956	+	3,399	ENSMUSG00000061762.12	protein_coding	21333	Tac1	7.330336928	MGI:MGI:98474	-0.168011966	-3.532230624	0.00067926188911	0.0071220876
chr16	18,836,578	18,840,160	3,583	+	1,486	ENSMUSG00000071632.10	protein_coding	72307	2510002D24Rik	5.749121206	MGI:MGI:1919557	0.100086295	3.531777980	0.00068027073756	0.0071283365
chr18	45,501,590	45,560,130	58,541	-	1,656	ENSMUSG00000118074.1	transcribed_processed_pseudogene	102634286	Gm31907	0.201683875	MGI:MGI:5591066	0.409806462	3.531643102	0.00068057162436	0.0071283365
chr4	149,518,236	149,566,437	48,202	+	2,792	ENSMUSG00000028988.13	protein_coding	67087	Ctnnbip1	31.857064034	MGI:MGI:1915756	0.071015602	3.531474645	0.00068094760043	0.0071285364
chr10	127,075,284	127,093,169	17,886	+	5,941	ENSMUSG00000025422.10	protein_coding	216439	Agap2	99.425545133	MGI:MGI:3580016	0.094251695	3.530500979	0.00068312455273	0.0071475798
chr2	93,980,550	94,010,807	30,258	-	3,159	ENSMUSG00000040174.14	protein_coding	69113	Alkbh3	3.143478023	MGI:MGI:1916363	0.132167596	3.529878554	0.00068451964118	0.0071584269
chr5	138,172,002	138,180,429	8,428	+	5,361	ENSMUSG00000019518.11	protein_coding	11781	Ap4m1	5.692090978	MGI:MGI:1337063	-0.075409011	-3.528219888	0.00068825051030	0.0071936764
chr1	132,564,690	132,741,757	177,068	-	14,145	ENSMUSG00000026442.14	protein_coding	269116	Nfasc	13.512084431	MGI:MGI:104753	-0.100232233	-3.527332709	0.00069025395052	0.0072108433
chr2	91,137,360	91,183,818	46,459	-	9,086	ENSMUSG00000040687.16	protein_coding	228355	Madd	15.922225729	MGI:MGI:2444672	-0.077513585	-3.527148473	0.00069067068803	0.0072114252
chr1	132,191,457	132,209,546	18,090	+	5,271	ENSMUSG00000118219.1	protein_coding	100505034	Gm29695	0.651510291	MGI:MGI:5588854	-0.243071803	-3.525183643	0.00069512990538	0.0072541926
chr1	161,982,453	162,478,034	495,582	-	24,452	ENSMUSG00000040265.16	protein_coding	103967	Dnm3	5.556105156	MGI:MGI:1341299	-0.108135114	-3.524844769	0.00069590173594	0.0072584550
chr9	44,309,237	44,320,285	11,049	-	5,836	ENSMUSG00000032120.11	protein_coding	71764	C2cd2l	13.527753172	MGI:MGI:1919014	0.105442484	3.524089180	0.00069762560981	0.0072726378
chr2	160,946,978	161,109,022	162,045	-	19,093	ENSMUSG00000057133.14	protein_coding	71389	Chd6	4.433337499	MGI:MGI:1918639	-0.127971048	-3.523794150	0.00069829981720	0.0072750607
chr3	84,815,268	84,979,198	163,931	+	7,046	ENSMUSG00000028086.15	protein_coding	50754	Fbxw7	17.426619046	MGI:MGI:1354695	0.084181250	3.523668787	0.00069858648423	0.0072750607
chr1	171,388,954	171,410,240	21,287	+	8,591	ENSMUSG00000048865.16	protein_coding	226652	Arhgap30	0.700648173	MGI:MGI:2684948	0.254918813	3.523401091	0.00069919899775	0.0072776450
chr17	24,203,848	24,209,399	5,552	-	5,109	ENSMUSG00000117406.1	protein_coding	18209	Ntn3	2.853568101	MGI:MGI:1341188	-0.113257162	-3.521063190	0.00070456997797	0.0073297296
chr10	86,055,125	86,498,856	443,732	-	12,282	ENSMUSG00000059602.14	protein_coding	27204	Syn3	1.793717252	MGI:MGI:1351334	-0.239352628	-3.520694881	0.00070541966438	0.0073347488
chrX	74,966,843	75,085,458	118,616	-	3,891	ENSMUSG00000032750.13	protein_coding	210710	Gab3	0.638427561	MGI:MGI:2387324	0.265911832	3.520214687	0.00070652892625	0.0073424603
chr7	112,612,560	112,680,081	67,522	-	2,810	ENSMUSG00000085945.3	bidirectional_promoter_lncRNA	69625	2310014F06Rik	0.136190712	MGI:MGI:1916875	-0.337273234	-3.520046144	0.00070691865447	0.0073426902
chrX	155,213,132	155,216,449	3,318	-	2,774	ENSMUSG00000025283.15	protein_coding	20229	Sat1	9.355338721	MGI:MGI:98233	0.105075827	3.519691910	0.00070773843046	0.0073472980
chrX	164,269,371	164,373,011	103,641	+	5,553	ENSMUSG00000031379.13	protein_coding	69656	Pir	0.539190443	MGI:MGI:1916906	0.210688165	3.519536676	0.00070809795924	0.0073472980
chr11	29,172,890	29,220,797	47,908	+	5,694	ENSMUSG00000020463.15	protein_coding	104570	Ppp4r3b	12.720501017	MGI:MGI:2144474	0.144853604	3.518650480	0.00071015373996	0.0073648031
chr4	127,123,691	127,129,644	5,954	+	1,910	ENSMUSG00000070737.10	protein_coding	100039968	Tmem35b	1.125904093	MGI:MGI:3758095	-0.191762814	-3.518475534	0.00071056024229	0.0073651947
chr3	54,735,539	54,749,795	14,257	+	3,728	ENSMUSG00000036632.9	protein_coding	66248	Alg5	6.294007314	MGI:MGI:1913498	0.101519526	3.518270207	0.00071103761877	0.0073663202
chr12	70,244,533	70,347,350	102,818	-	14,741	ENSMUSG00000021071.17	protein_coding	94090	Trim9	11.716465579	MGI:MGI:2137354	0.077109746	3.518061890	0.00071152225681	0.0073675197
